CapShape,CapSurface,CapColor,Bruises,Odor,GillAttachment,GillSpacing,GillSize,GillColor,StalkShape,StalkRoot,StalkSurfaceAboveRing,StalkSurfaceBelowRing,StalkColorAboveRing,StalkColorBelowRing,VeilType,VeilColor,RingNumber,RingType,SporePrintColor,Population,Habitat,Class
convex,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,several,grasses,poisonous
bell,scaly,yellow,True,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows,edible
flat,scaly,purple,False,none,free,close,narrow,pink,enlarging,Missing[],smooth,fibrous,white,white,partial,white,one,flaring,chocolate,solitary,woods,edible
convex,smooth,red,False,foul,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
flat,smooth,white,False,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
convex,smooth,yellow,True,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows,edible
convex,smooth,brown,True,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,urban,poisonous
flat,fibrous,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,solitary,woods,edible
flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
convex,scaly,brown,False,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,fibrous,white,brown,partial,white,one,evanescent,white,several,leaves,edible
convex,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,woods,edible
knobbed,scaly,red,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
flat,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,several,woods,edible
flat,smooth,brown,False,none,attached,close,broad,yellow,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,one,pendant,buff,clustered,leaves,edible
flat,fibrous,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,solitary,woods,poisonous
convex,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,several,woods,edible
flat,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,woods,edible
knobbed,scaly,red,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
convex,scaly,yellow,True,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows,edible
convex,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,several,grasses,poisonous
convex,fibrous,pink,False,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods,poisonous
convex,smooth,brown,False,none,attached,close,broad,orange,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,one,pendant,orange,several,leaves,edible
flat,scaly,white,True,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows,poisonous
knobbed,scaly,red,False,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,white,partial,white,one,evanescent,white,several,paths,poisonous
knobbed,smooth,brown,False,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
convex,scaly,yellow,True,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,solitary,grasses,edible
knobbed,scaly,red,False,spicy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
flat,scaly,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,several,woods,edible
convex,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,several,woods,edible
convex,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,solitary,woods,edible
convex,smooth,white,False,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
flat,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,woods,edible
convex,scaly,brown,True,none,free,close,broad,white,enlarging,Missing[],smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste,edible
flat,fibrous,brown,False,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
convex,smooth,white,False,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
knobbed,smooth,gray,False,none,free,crowded,broad,pink,enlarging,Missing[],silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
convex,smooth,gray,False,none,free,crowded,broad,white,enlarging,Missing[],smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
convex,fibrous,pink,False,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,woods,poisonous
flat,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,woods,edible
flat,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,several,woods,edible
flat,scaly,buff,True,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses,poisonous
knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
bell,scaly,yellow,True,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,edible
flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,white,partial,white,one,evanescent,white,several,paths,poisonous
convex,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,several,woods,edible
flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
knobbed,scaly,red,False,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
convex,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,several,woods,edible
flat,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,woods,poisonous
flat,scaly,brown,True,none,free,close,broad,white,enlarging,Missing[],smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste,edible
convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
flat,smooth,gray,True,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,urban,poisonous
flat,smooth,brown,False,none,attached,close,broad,yellow,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,one,pendant,buff,several,leaves,edible
flat,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods,edible
convex,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,several,woods,edible
knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
convex,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,grasses,poisonous
flat,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,solitary,woods,edible
flat,scaly,yellow,True,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,paths,edible
convex,fibrous,pink,False,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,woods,poisonous
convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
convex,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,solitary,woods,edible
flat,smooth,red,False,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods,poisonous
flat,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,solitary,woods,edible
convex,scaly,red,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
flat,smooth,brown,False,none,attached,close,broad,yellow,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,several,leaves,edible
flat,smooth,white,True,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses,poisonous
convex,scaly,yellow,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,several,grasses,poisonous
flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
convex,scaly,red,False,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
flat,smooth,white,True,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,several,grasses,poisonous
flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,woods,poisonous
convex,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,woods,edible
convex,smooth,yellow,True,anise,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods,edible
flat,fibrous,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,solitary,woods,edible
flat,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,paths,poisonous
flat,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,several,woods,edible
flat,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,woods,poisonous
convex,smooth,gray,True,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,scattered,urban,poisonous
flat,smooth,pink,True,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses,poisonous
flat,scaly,brown,True,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,grasses,edible
knobbed,scaly,brown,False,foul,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
flat,smooth,gray,False,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
flat,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,woods,poisonous
convex,scaly,yellow,True,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows,edible
convex,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,several,woods,edible
knobbed,scaly,brown,False,foul,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,white,partial,white,one,evanescent,white,several,paths,poisonous
convex,smooth,gray,False,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
flat,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,several,paths,poisonous
flat,scaly,brown,False,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods,poisonous
convex,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,grasses,poisonous
flat,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,solitary,woods,edible
convex,scaly,white,True,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows,edible
convex,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,woods,edible
bell,smooth,gray,False,none,free,crowded,broad,white,enlarging,Missing[],silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
knobbed,scaly,brown,False,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
